KS611EW to KS613EW - NS-SeC by sex,,,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,,,
,,,,
population,All usual residents aged 16 to 74,,,
units,Persons,,,
date,2011,,,
rural urban,Total,,,
sex,All persons,,,
,,,,
2011 ward,All categories: NS-SeC,"1. Higher managerial, administrative and professional occupations",7. Routine occupations,8. Never worked and long-term unemployed
E05004829 : Leavesden,"4,143",586,285,150
E05004830 : Maple Cross & Mill End,"4,051",449,415,141
E05004831 : Moor Park & Eastbury,"4,064","1,200",77,130
E05004832 : Northwick,"3,646",182,497,269
E05004833 : Oxhey Hall,"2,457",303,151,74
E05004834 : Penn,"2,510",319,215,98
E05004835 : Rickmansworth,"3,286",688,145,79
E05004836 : Rickmansworth West,"2,482",593,77,39
E05004837 : Sarratt,"1,347",234,63,17
E05004838 : Callowland,"5,741",582,521,242
E05004839 : Central,"6,494",815,611,410
E05004840 : Holywell,"6,154",543,746,476
E05004841 : Leggatts,"5,339",475,577,345
E05004842 : Meriden,"5,498",422,679,255
E05004843 : Nascot,"5,500","1,083",227,169
E05004844 : Oxhey,"4,963",743,297,201
E05004845 : Park,"5,567","1,179",232,199
E05004846 : Stanborough,"5,215",490,475,165
E05004847 : Tudor,"4,600",695,332,124
E05004848 : Vicarage,"6,078",516,622,434
E05004849 : Woodside,"5,136",488,559,233
E05004850 : Brookmans Park and Little Heath,"4,206",728,146,72
E05004851 : Haldens,"4,884",516,523,209
E05004852 : Handside,"4,633",908,261,130
E05004853 : Hatfield Central,"5,570",377,740,288
E05004854 : Hatfield East,"5,076",614,488,201
E05004855 : Hatfield South,"6,302",243,455,173
E05004856 : Hatfield Villages,"6,852",671,327,154
E05004857 : Hatfield West,"6,972",456,643,213
E05004858 : Hollybush,"4,860",614,483,190
E05004859 : Howlands,"4,063",475,387,148
E05004860 : Northaw and Cuffley,"3,677",646,129,74
E05004861 : Panshanger,"4,861",700,374,160
E05004862 : Peartree,"5,579",411,794,313
E05004863 : Sherrards,"4,089",678,290,114
E05004864 : Welham Green,"2,744",296,244,71
E05004865 : Welwyn East,"4,316",959,166,79
E05004866 : Welwyn West,"2,830",477,212,92
E05005721 : All Saints,"1,767",183,146,58
E05005722 : Buckenham,"1,239",151,129,21
E05005723 : Burgh and Haverscroft,"2,663",187,436,55
E05005724 : Conifer,"1,489",125,191,30
E05005725 : Dereham-Central,"4,590",275,652,213
E05005726 : Dereham-Humbletoft,"1,962",148,251,107
E05005727 : Dereham-Neatherd,"2,983",234,331,113
E05005728 : Dereham-Toftwood,"3,584",222,483,102
E05005729 : East Guiltcross,"1,631",137,203,48
E05005730 : Eynsford,"1,662",169,151,34
E05005731 : Haggard de Toni,"1,610",126,207,52
E05005732 : Harling and Heathlands,"3,153",289,355,93
E05005733 : Hermitage,"1,575",172,174,35
E05005734 : Launditch,"1,518",132,151,46
E05005735 : Mid Forest,"1,545",122,199,61
E05005736 : Nar Valley,"1,658",111,245,55
E05005737 : Necton,"1,365",97,192,50
E05005738 : Queen's,"5,357",452,726,185
E05005739 : Shipdham,"1,475",109,188,36
E05005740 : Springvale and Scarning,"3,613",305,362,105
E05005741 : Swaffham,"4,921",291,762,257
E05005742 : Swanton Morley,"1,932",185,212,48
E05005743 : Taverner,"1,605",171,156,35
E05005744 : Templar,"3,304",209,569,282
E05005745 : Thetford-Abbey,"4,129",169,"1,020",222
E05005746 : Thetford-Castle,"1,760",112,328,80
E05005747 : Thetford-Guildhall,"6,282",400,"1,063",137
E05005748 : Thetford-Saxon,"5,516",241,"1,258",287
E05005749 : Two Rivers,"3,069",288,300,106
E05005750 : Upper Wensum,"1,647",159,204,69
E05005751 : Upper Yare,"1,828",224,156,28
E05005752 : Watton,"4,979",256,796,190
E05005753 : Wayland,"1,640",182,147,34
E05005754 : Weeting,"1,806",113,287,52
E05005755 : West Guiltcross,"1,642",175,176,38
E05005756 : Wissey,"1,677",128,207,59
E05005757 : Acle,"1,944",161,202,47
E05005758 : Aylsham,"5,298",502,533,176
E05005759 : Blofield with South Walsham,"4,072",512,332,85
E05005760 : Brundall,"4,236",466,327,106
E05005761 : Burlingham,"1,932",163,198,57
E05005762 : Buxton,"1,903",200,157,52
E05005763 : Coltishall,"1,907",183,172,45
E05005764 : Drayton North,"2,232",208,189,47
E05005765 : Drayton South,"1,655",187,145,47
E05005766 : Eynesford,"2,401",194,261,68
E05005767 : Great Witchingham,"1,919",243,163,38
E05005768 : Hellesdon North West,"4,143",256,583,90
E05005769 : Hellesdon South East,"3,772",266,487,93
E05005770 : Hevingham,"2,131",167,220,56
E05005771 : Horsford and Felthorpe,"3,618",321,355,126
E05005772 : Marshes,"2,386",228,245,82
E05005773 : Old Catton and Sprowston West,"6,150",573,625,113
E05005774 : Plumstead,"2,279",337,125,55
E05005775 : Reepham,"1,935",189,158,42
E05005776 : Spixworth with St Faiths,"4,080",318,470,82
E05005777 : Sprowston Central,"4,020",302,460,114
E05005778 : Sprowston East,"5,012",354,639,107
E05005779 : Taverham North,"3,885",412,336,120
E05005780 : Taverham South,"3,475",370,284,58
E05005781 : Thorpe St Andrew North West,"5,098",461,517,103
E05005782 : Thorpe St Andrew South East,"5,239",791,332,147
E05005783 : Wroxham,"3,583",371,314,125
E05005784 : Bradwell North,"4,661",276,576,112
E05005785 : Bradwell South and Hopton,"4,798",291,666,151
E05005786 : Caister North,"3,410",175,521,125
E05005787 : Caister South,"3,195",146,501,127
E05005788 : Central and Northgate,"6,066",162,"1,216",509
E05005789 : Claydon,"5,492",175,"1,087",421
E05005790 : East Flegg,"3,535",208,514,150
E05005791 : Fleggburgh,"1,859",171,157,59
E05005792 : Gorleston,"3,939",391,408,179
E05005793 : Lothingland,"4,243",307,555,122
E05005794 : Magdalen,"4,942",260,909,338
E05005795 : Nelson,"6,217",148,"1,330",827
E05005796 : Ormesby,"3,163",223,332,92
E05005797 : St Andrews,"3,652",197,611,231
E05005798 : Southtown and Cobholm,"4,091",96,798,362
E05005799 : West Flegg,"3,741",215,525,118
E05005800 : Yarmouth North,"3,230",106,574,236
E05005801 : Airfield,"4,178",385,335,95
E05005802 : Brancaster,958,97,76,20
E05005803 : Burnham,"1,179",106,120,44
E05005804 : Clenchwarton,"1,636",95,223,60
E05005805 : Denton,"5,743",398,762,190
E05005806 : Dersingham,"3,234",253,360,91
E05005807 : Docking,"1,422",100,168,70
E05005808 : Downham Old Town,"1,849",141,218,85
E05005809 : East Downham,"2,181",204,242,80
E05005810 : Emneth with Outwell,"3,422",192,488,154
E05005811 : Fairstead,"4,626",201,781,308
E05005812 : Gayton,"1,666",165,212,56
E05005813 : Gaywood Chase,"3,738",183,604,217
E05005814 : Gaywood North Bank,"5,660",280,745,177
E05005815 : Grimston,"1,756",148,186,46
E05005816 : Heacham,"3,281",198,386,116
E05005817 : Hilgay with Denver,"1,782",142,231,53
E05005818 : Hunstanton,"3,646",255,383,141
E05005819 : Mershe Lande,"1,808",117,252,90
E05005820 : North Downham,"1,308",103,162,29
E05005821 : North Lynn,"4,308",76,932,425
E05005822 : North Wootton,"1,788",211,123,41
E05005823 : Old Gaywood,"1,370",67,204,62
E05005824 : Priory,"1,793",165,238,44
E05005825 : Rudham,"1,603",147,188,48
E05005826 : St Lawrence,"1,832",88,228,97
E05005827 : St Margarets with St Nicholas,"3,748",184,726,292
E05005828 : Snettisham,"2,907",220,351,76
E05005829 : South and West Lynn,"3,591",133,708,222
E05005830 : South Downham,"1,270",85,154,28
E05005831 : South Wootton,"3,157",371,204,59
E05005832 : Spellowfields,"3,450",233,470,136
E05005833 : Springwood,"1,531",197,155,24
E05005834 : Upwell and Delph,"3,569",274,482,147
E05005835 : Valley Hill,"1,671",138,192,51
E05005836 : Walpole,"1,717",94,229,80
E05005837 : Walton,"1,949",132,229,80
E05005838 : Watlington,"1,795",145,201,66
E05005839 : West Winch,"3,381",348,340,95
E05005840 : Wiggenhall,"1,551",102,185,61
E05005841 : Wimbotsham with Fincham,"1,858",159,227,49
E05005842 : Wissey,"1,679",130,216,58
E05005843 : Astley,"1,675",150,163,70
E05005844 : Briston,"1,785",108,226,48
E05008556 : Chaucer,"1,626",135,163,34
E05005846 : Corpusty,"1,674",132,178,55
E05005847 : Cromer Town,"2,668",141,325,170
E05005848 : Erpingham,"1,771",202,145,31
E05005849 : Gaunt,"1,820",150,185,52
E05005850 : Glaven Valley,"1,430",155,109,47
E05005851 : Happisburgh,"1,804",146,184,91
E05005852 : High Heath,"1,269",138,115,31
E05005853 : Holt,"2,411",165,252,75
E05005854 : Hoveton,"1,336",122,137,47
E05005855 : Lancaster North,"2,658",146,377,67
E05005856 : Lancaster South,"2,708",135,411,117
E05005857 : Mundesley,"2,921",174,336,128
E05005858 : North Walsham East,"2,895",172,373,143
E05005859 : North Walsham North,"3,008",139,422,118
E05005860 : North Walsham West,"2,867",167,375,124
E05005861 : Poppyland,"1,741",118,169,49
E05005862 : Priory,"2,799",215,348,92
E05005863 : Roughton,"1,718",136,143,59
E05005864 : Scottow,"2,347",148,332,85
E05005865 : St Benet,"1,531",183,129,40
E05005866 : Sheringham North,"2,421",165,240,93
E05005867 : Sheringham South,"2,554",212,274,55
E05005868 : Stalham and Sutton,"3,100",167,430,131
E05005869 : Suffield Park,"2,741",173,350,126
E05005870 : The Raynhams,"1,864",122,257,50
E05008557 : The Runtons,"1,555",141,167,59
E05005872 : Walsingham,"1,601",115,246,57
E05005873 : Waterside,"3,060",259,342,114
E05005874 : Waxham,"1,634",127,180,45
E05005875 : Wensum,"1,665",153,162,34
E05005876 : Worstead,"1,796",166,169,74
E05005877 : Bowthorpe,"8,539",595,"1,291",547
E05005878 : Catton Grove,"7,950",478,"1,371",467
E05005879 : Crome,"6,901",296,"1,285",447
E05005880 : Eaton,"6,183","1,193",377,141
E05005881 : Lakenham,"6,530",446,"1,092",453
E05005882 : Mancroft,"7,819",773,"1,047",570
E05005883 : Mile Cross,"7,698",358,"1,503",648
E05005884 : Nelson,"7,608","1,196",294,136
E05005885 : Sewell,"7,909",674,972,366
E05005886 : Thorpe Hamlet,"8,570","1,253",807,452
E05005887 : Town Close,"8,226","1,238",640,313
E05005888 : University,"8,294",319,675,302
E05005889 : Wensum,"8,475",506,"1,365",570
E05005890 : Abbey,"2,075",250,199,57
E05005891 : Brooke,"1,890",286,138,27
E05005892 : Bunwell,"1,998",212,170,40
E05005893 : Dickleburgh,"2,113",193,227,43
E05005894 : Ditchingham and Broome,"1,685",156,195,52
E05005895 : Easton,"2,053",272,159,45
E05005896 : Forncett,"2,023",265,168,42
E05005897 : Hempnall,"1,889",195,167,47
E05005898 : Hingham and Deopham,"2,097",243,179,55
E05005899 : New Costessey,"3,769",278,509,91
E05005900 : Newton Flotman,"1,911",243,184,40
E05005901 : Northfields,"1,996",154,257,53
E05005902 : Old Costessey,"5,351",614,563,223
E05005903 : Poringland with the Framinghams,"3,452",434,260,55
E05005904 : Rockland,"2,040",325,139,35
E05005905 : Rustens,"1,953",216,186,47
E05005906 : Scole,"1,713",142,216,54
E05005907 : Stoke Holy Cross,"2,034",295,143,52
E05005908 : Stratton,"4,008",387,430,107
E05005909 : Tasburgh,"1,765",285,107,28
E05005910 : Thurlton,"2,041",224,218,61
E05005911 : Town,"2,310",284,171,48
E05005912 : Wicklewood,"2,152",293,124,33
E05005913 : Beck Vale,"1,601",178,141,48
E05005914 : Bressingham and Burston,"2,100",241,192,94
E05005915 : Chedgrave and Thurton,"1,936",202,145,58
E05005916 : Cringleford,"3,563",734,164,67
E05005917 : Cromwells,"1,899",210,236,58
E05005918 : Diss,"5,329",387,825,223
E05005919 : Earsham,"1,773",172,208,41
E05005920 : Gillingham,"2,080",198,216,69
E05005921 : Harleston,"3,263",185,508,103
E05005922 : Hethersett,"4,072",544,301,99
E05005923 : Loddon,"1,861",170,212,50
E05005924 : Mulbarton,"3,770",492,308,75
E05005925 : Roydon,"1,772",112,222,63
E05007076 : Alton,"2,791",329,281,63
E05007077 : Berners,"2,830",270,311,58
E05007078 : Boxford,"1,553",201,122,40
E05007079 : Brett Vale,"1,505",188,143,47
E05007080 : Brook,"2,931",352,243,58
E05007081 : Bures St Mary,"1,230",143,95,31
E05007082 : Chadacre,"1,425",192,101,23
E05007083 : Dodnash,"2,509",369,195,51
E05007084 : Glemsford and Stanstead,"2,775",221,349,97
E05007085 : Great Cornard North,"3,120",196,519,145
E05007086 : Great Cornard South,"3,370",232,448,113
E05007087 : Hadleigh North,"3,102",281,357,115
E05007088 : Hadleigh South,"2,632",272,256,69
E05007089 : Holbrook,"1,620",190,88,32
E05007090 : Lavenham,"1,205",145,122,26
E05007091 : Leavenheath,"1,298",197,75,26
E05007092 : Long Melford,"2,749",270,315,87
E05007093 : Lower Brett,"1,589",249,114,44
E05007094 : Mid Samford,"2,915",432,203,41
E05007095 : Nayland,"1,244",215,81,31
E05007096 : North Cosford,"1,585",216,118,45
E05007097 : Pinewood,"3,326",361,350,73
E05007098 : South Cosford,"1,608",194,143,34
E05007099 : Sudbury East,"3,029",188,462,135
E05007100 : Sudbury North,"3,145",229,467,121
E05007101 : Sudbury South,"3,060",229,407,141
E05007102 : Waldingfield,"2,929",290,323,73
E05007103 : All Saints,"2,942",311,479,73
E05007104 : Brandon East,"4,199",215,877,148
E05007105 : Brandon West,"2,757",139,519,103
E05007106 : Eriswell and The Rows,"6,399",505,528,227
E05007107 : Exning,"1,476",170,199,59
E05007108 : Great Heath,"3,174",199,555,153
E05007109 : Iceni,"1,322",177,147,30
E05007110 : Lakenheath,"3,440",162,526,126
E05007111 : Manor,"1,417",148,120,41
E05007112 : Market,"3,096",207,411,114
E05007113 : Red Lodge,"3,041",308,323,78
E05007114 : St Mary's,"4,277",305,752,148
E05007115 : Severals,"5,280",403,975,173
E05007116 : South,"1,233",192,132,23
E05007117 : Alexandra,"7,707",769,809,454
E05007118 : Bixley,"4,867",626,431,140
E05007119 : Bridge,"6,434",371,"1,025",453
E05007120 : Castle Hill,"5,331",441,623,149
E05007121 : Gainsborough,"6,173",238,"1,245",424
E05007122 : Gipping,"6,516",419,"1,119",478
E05007123 : Holywells,"6,063",657,701,223
E05007124 : Priory Heath,"6,462",469,"1,002",475
E05007125 : Rushmere,"5,720",508,630,244
E05007126 : St John's,"6,466",582,727,219
E05007127 : St Margaret's,"5,458",983,363,185
E05007128 : Sprites,"4,780",205,863,260
E05007129 : Stoke Park,"5,368",270,825,384
E05007130 : Westgate,"7,676",537,"1,292",692
E05007131 : Whitehouse,"6,500",329,"1,101",385
E05007132 : Whitton,"5,646",245,"1,009",345
E05007133 : Bacton and Old Newton,"1,779",158,226,29
E05007134 : Badwell Ash,"1,966",234,193,46
E05007135 : Barking and Somersham,"1,630",179,173,34
E05007136 : Bramford and Blakenham,"2,960",271,374,52
E05007137 : Claydon and Barham,"3,363",356,386,72
E05007138 : Debenham,"1,619",193,146,33
E05007139 : Elmswell and Norton,"3,918",486,430,84
E05007140 : Eye,"1,542",149,185,46
E05007141 : Fressingfield,"1,696",190,167,40
E05007142 : Gislingham,"1,982",250,169,42
E05007143 : Haughley and Wetherden,"1,554",161,172,41
E05007144 : Helmingham and Coddenham,"1,684",225,126,41
E05007145 : Hoxne,"1,501",193,125,31
E05007146 : Mendlesham,"1,690",182,199,37
E05007147 : Needham Market,"3,233",270,399,84
E05007148 : Onehouse,"1,591",175,139,31
E05007149 : Palgrave,"1,693",204,137,73
E05007150 : Rattlesden,"1,514",191,109,37
E05007151 : Rickinghall and Walsham,"3,281",375,330,68
E05007152 : Ringshall,"2,797",330,163,44
E05007153 : Stowmarket Central,"3,168",278,442,87
E05007154 : Stowmarket North,"6,922",619,847,202
E05007155 : Stowmarket South,"3,575",222,640,180
E05007156 : Stowupland,"1,650",132,202,36
E05007157 : Stradbroke and Laxfield,"1,789",141,191,37
E05007158 : The Stonhams,"1,718",240,145,23
E05007159 : Thurston and Hessett,"3,148",427,264,46
E05007160 : Wetheringsett,"1,847",263,155,40
E05007161 : Woolpit,"1,448",172,132,34
E05007162 : Worlingworth,"1,815",219,167,32
E05007163 : Abbeygate,"3,775",515,337,156
E05007164 : Bardwell,"1,892",232,176,37
E05007165 : Barningham,"1,948",216,192,37
E05007166 : Barrow,"1,612",192,155,32
E05007167 : Cavendish,"1,450",190,104,39
E05007168 : Chedburgh,"1,522",223,124,28
E05007169 : Clare,"1,420",184,157,33
E05007170 : Eastgate,"1,713",230,196,74
E05007171 : Fornham,"1,435",191,124,36
E05007172 : Great Barton,"1,557",241,91,24
E05007173 : Haverhill East,"5,818",323,"1,032",203
E05007174 : Haverhill North,"5,589",351,893,194
E05007175 : Haverhill South,"4,173",235,861,204
E05007176 : Haverhill West,"4,044",401,479,94
E05007177 : Horringer and Whelnetham,"1,626",212,153,25
E05007178 : Hundon,"2,451",180,339,237
E05007179 : Ixworth,"1,619",174,162,36
E05007180 : Kedington,"1,436",165,152,39
E05007181 : Minden,"3,335",266,463,114
E05007182 : Moreton Hall,"5,927",883,463,88
E05007183 : Northgate,"1,732",104,338,75
E05007184 : Pakenham,"2,647",343,159,51
E05007185 : Risby,"1,850",230,175,28
E05007186 : Risbygate,"3,882",431,474,111
E05007187 : Rougham,"1,712",156,180,53
E05007188 : St Olaves,"3,326",136,682,129
E05007189 : Southgate,"3,336",345,380,57
E05007190 : Stanton,"1,754",129,238,31
E05007191 : Westgate,"3,016",294,335,56
E05007192 : Wickhambrook,"1,622",211,145,42
E05007193 : Withersfield,"1,749",221,177,114
E05007194 : Aldeburgh,"2,131",249,209,41
E05007195 : Earl Soham,"1,542",270,78,31
E05007196 : Farlingaye,"1,478",148,191,45
E05007197 : Felixstowe East,"2,675",262,220,45
E05007198 : Felixstowe North,"3,030",137,482,110
E05007199 : Felixstowe South,"3,152",243,428,141
E05007200 : Felixstowe South East,"3,043",349,246,88
E05007201 : Felixstowe West,"4,774",217,868,250
E05007202 : Framlingham,"3,228",375,276,77
E05007203 : Grundisburgh,"1,609",262,106,30
E05007204 : Hacheston,"1,464",190,109,40
E05007205 : Hollesley with Eyke,"1,997",177,252,108
E05007206 : Kesgrave East,"7,301","1,138",452,133
E05007207 : Kesgrave West,"2,562",223,308,73
E05007208 : Kyson,"1,365",130,191,52
E05007209 : Leiston,"4,534",245,706,152
E05007210 : Martlesham,"3,611",523,290,68
E05007211 : Melton and Ufford,"3,529",534,230,74
E05007212 : Nacton,"3,365",518,254,42
E05007213 : Orford and Tunstall,"1,347",175,105,31
E05007214 : Otley,"1,667",252,117,25
E05007215 : Peasenhall,"1,573",155,144,40
E05007216 : Rendlesham,"2,432",246,222,46
E05007217 : Riverside,"1,168",229,59,17
E05007218 : Rushmere St Andrew,"4,341",675,287,70
E05007219 : Saxmundham,"3,441",299,376,137
E05007220 : Seckford,"1,319",234,72,34
E05007221 : Snape,"1,423",181,128,35
E05007222 : Sutton,"2,245",246,185,31
E05007223 : Trimleys with Kirton,"5,189",421,622,138
E05007224 : Walberswick and Wenhaston,"1,411",161,117,31
E05007225 : Wickham Market,"1,475",133,184,43
E05007226 : Witnesham,"1,477",229,97,39
E05007227 : Yoxford,"1,352",181,100,26
E05007228 : Beccles North,"3,420",272,449,117
E05007229 : Beccles South,"3,544",153,593,127
E05007230 : Blything,"1,531",151,196,37
E05007231 : Bungay,"3,513",250,540,117
E05007232 : Carlton,"3,282",227,398,109
E05007233 : Carlton Colville,"6,108",447,738,148
E05007234 : Gunton and Corton,"3,252",299,339,78
E05007235 : Halesworth,"3,228",207,464,98
E05007236 : Harbour,"5,695",182,984,534
E05007237 : Kessingland,"3,641",225,490,136
E05007238 : Kirkley,"5,342",240,851,446
E05007239 : Lothingland,"2,044",177,279,106
E05007240 : Normanston,"4,850",167,902,341
E05007241 : Oulton,"3,122",207,384,125
E05007242 : Oulton Broad,"3,230",224,439,81
E05007243 : Pakefield,"4,721",263,732,186
E05007244 : St Margaret's,"5,604",284,997,324
E05007245 : Southwold and Reydon,"2,423",250,262,72
