KS601EW to KS603EW - Economic activity by sex,,,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,,,
,,,,
population,All usual residents aged 16 to 74,,,
units,Persons,,,
date,2011,,,
rural urban,Total,,,
sex,All persons,,,
,,,,
2011 ward,All usual residents aged 16 to 74,Economically active,Economically active: Unemployed,Economically inactive: Student (including full-time students)
E05008251 : Mevagissey,"3,132","1,925",107,98
E05008252 : Mount Charles,"3,250","2,088",132,144
E05008253 : Mount Hawke and Portreath,"3,231","2,294",87,91
E05008254 : Mullion,"3,161","1,922",75,128
E05008255 : Newlyn and Goonhavern,"3,545","2,519",101,128
E05008256 : Newlyn and Mousehole,"3,234","1,994",103,95
E05008257 : Newquay Central,"2,472","1,806",154,102
E05008258 : Newquay Pentire,"3,068","2,180",117,105
E05008259 : Newquay Treloggan,"3,306","2,331",154,141
E05008260 : Newquay Tretherras,"2,544","1,689",99,102
E05008261 : Newquay Treviglas,"2,599","1,732",133,98
E05008262 : Padstow,"3,162","2,036",83,93
E05008263 : Pelynt,"3,236","2,027",79,116
E05008264 : Penryn East and Mylor,"3,925","2,488",107,338
E05008265 : Penryn West,"3,447","2,300",143,297
E05008266 : Penwithick,"3,278","2,442",122,102
E05008267 : Penzance Central,"3,167","1,961",146,114
E05008268 : Penzance East,"3,573","2,339",183,163
E05008269 : Penzance Promenade,"2,246","1,338",84,78
E05008270 : Perranporth,"3,147","2,187",100,115
E05008271 : Porthleven and Helston South,"2,864","1,882",85,105
E05008272 : Poundstock,"2,793","1,862",83,75
E05008273 : Probus,"2,786","2,001",62,88
E05008274 : Rame,"3,577","2,239",110,116
E05008275 : Redruth Central,"3,027","2,104",98,106
E05008276 : Redruth North,"3,088","1,954",138,138
E05008277 : Redruth South,"3,035","2,081",83,89
E05008278 : Roche,"2,848","1,975",89,88
E05008279 : Roseland,"2,474","1,585",57,72
E05008280 : St Agnes,"3,259","2,256",85,109
E05008281 : St Austell Bay,"3,041","1,860",83,83
E05008282 : St Austell Bethel,"3,384","2,278",86,119
E05008283 : St Austell Gover,"3,056","1,961",170,112
E05008284 : St Austell Poltair,"3,117","2,133",126,133
E05008285 : St Blaise,"3,293","2,112",136,113
E05008286 : St Buryan,"3,395","2,276",96,119
E05008287 : St Cleer,"3,323","2,264",62,112
E05008288 : St Columb,"3,693","2,527",137,142
E05008289 : St Day and Lanner,"3,321","2,186",102,112
E05008290 : St Dennis,"3,297","2,231",144,120
E05008291 : St Endellion,"2,227","1,466",44,40
E05008292 : St Enoder,"3,329","2,437",134,100
E05008293 : St Germans,"3,224","2,272",83,98
E05008294 : St Issey,"3,023","2,077",73,111
E05008295 : St Ive,"3,193","2,138",90,101
E05008296 : St Ives North,"2,937","1,962",106,102
E05008297 : St Ives South,"2,874","1,881",95,105
E05008298 : St Just in Penwith,"3,594","2,407",135,128
E05008299 : St Keverne and Meneage,"4,013","2,864",88,110
E05008300 : St Mewan,"2,757","1,780",75,65
E05008301 : St Stephen,"3,438","2,294",126,121
E05008302 : St Teath,"2,895","1,924",93,79
E05008303 : Saltash Burraton,"2,780","2,036",58,96
E05008304 : Saltash Essa,"2,837","1,913",102,110
E05008305 : Saltash Pill,"3,107","2,071",91,123
E05008306 : Saltash St Stephens,"3,460","2,474",86,126
E05008307 : Stithians,"3,799","2,602",145,113
E05008308 : Stokeclimsland,"2,807","1,867",65,157
E05008309 : Threemilestone and Gloweth,"3,217","2,373",93,189
E05008310 : Tintagel,"3,001","1,942",102,79
E05008311 : Torpoint East,"2,741","1,788",100,108
E05008312 : Torpoint West,"2,929","2,160",75,107
E05008313 : Troon and Beacon,"3,834","2,479",187,138
E05008314 : Truro Boscawen,"3,669","2,688",111,156
E05008315 : Truro Moresk,"3,321","2,291",99,133
E05008316 : Truro Tregolls,"3,677","2,565",127,165
E05008317 : Truro Trehaverne,"2,880","1,909",95,134
E05008318 : Tywardreath,"3,506","2,398",94,107
E05008319 : Wadebridge East,"3,087","2,140",86,102
E05008320 : Wadebridge West,"2,695","1,774",75,96
E05008321 : Wendron,"3,708","2,624",74,148
E05008323 : St. Agnes,129,113,1,1
E05008324 : St. Martin's,102,83,1,6
E05008325 : St. Mary's,"1,249",997,15,6
E05008326 : Tresco,142,138,1,0
E05008601 : Backwell,"4,149","2,973",67,160
E05008602 : Banwell and Winscombe,"7,810","5,479",200,322
E05002009 : Blagdon and Churchill,"2,837","1,948",52,179
E05002010 : Clevedon Central,"2,284","1,635",54,63
E05002011 : Clevedon East,"2,415","1,747",74,84
E05002012 : Clevedon North,"1,729","1,244",35,22
E05002013 : Clevedon South,"2,308","1,773",61,60
E05002014 : Clevedon Walton,"1,827","1,174",29,62
E05002015 : Clevedon West,"2,262","1,667",42,69
E05002016 : Clevedon Yeo,"2,395","1,881",59,73
E05002017 : Congresbury,"2,533","1,605",57,173
E05002018 : Easton-in-Gordano,"1,908","1,283",32,94
E05002019 : Gordano,"3,087","2,312",51,62
E05008603 : Hutton and Locking,"4,602","3,103",110,103
E05008604 : Kewstoke,"2,554","1,849",61,80
E05002022 : Nailsea East,"4,844","3,475",89,170
E05002023 : Nailsea North and West,"6,498","4,478",132,178
E05002024 : Pill,"2,580","1,837",91,64
E05002025 : Portishead Central,"2,924","2,320",88,40
E05002026 : Portishead Coast,"1,987","1,387",40,45
E05002027 : Portishead East,"3,986","3,145",98,87
E05002028 : Portishead Redcliffe Bay,"2,295","1,551",40,53
E05002029 : Portishead South and North Weston,"2,219","1,548",58,60
E05002030 : Portishead West,"2,433","1,747",67,76
E05002031 : Weston-super-Mare Central,"4,586","2,953",320,166
E05008605 : Weston-super-Mare Clarence and Uphill,"6,279","4,117",247,172
E05008606 : Weston-super-Mare East,"9,549","7,261",400,268
E05002034 : Weston-super-Mare Milton and Old Worle,"6,350","4,128",167,150
E05008607 : Weston-super-Mare North Worle,"7,005","5,364",219,221
E05002036 : Weston-super-Mare South,"7,297","4,487",423,343
E05002037 : Weston-super-Mare South Worle,"6,926","4,858",226,191
E05002038 : Weston-super-Mare West,"6,442","4,304",275,171
E05008608 : Winford,"2,246","1,655",63,62
E05002040 : Wraxall and Long Ashton,"5,419","4,007",120,157
E05008609 : Wrington,"2,005","1,409",54,81
E05002042 : Yatton,"6,782","4,903",149,230
E05002078 : Budshead,"9,226","6,102",436,347
E05002079 : Compton,"9,574","6,556",314,"1,097"
E05002080 : Devonport,"11,101","7,559",833,495
E05002081 : Drake,"10,143","4,781",258,"4,414"
E05002082 : Efford and Lipson,"10,646","6,981",512,"1,211"
E05002083 : Eggbuckland,"9,599","6,618",281,363
E05002084 : Ham,"9,388","6,056",481,392
E05002085 : Honicknowle,"9,858","6,173",557,456
E05002086 : Moor View,"9,071","5,839",262,551
E05002087 : Peverell,"9,941","7,420",300,576
E05002088 : Plympton Chaddlewood,"6,166","4,792",145,193
E05002089 : Plympton Erle,"6,378","4,520",185,188
E05002090 : Plympton St Mary,"9,133","6,354",181,315
E05002091 : Plymstock Dunstone,"8,727","5,939",205,290
E05002092 : Plymstock Radford,"8,778","6,000",253,292
E05002093 : St Budeaux,"9,574","6,288",570,386
E05002094 : St Peter and the Waterfront,"12,867","7,919",898,"1,739"
E05002095 : Southway,"9,295","6,280",378,331
E05002096 : Stoke,"10,821","7,764",557,864
E05002097 : Sutton and Mount Gould,"11,500","7,801",530,"1,560"
E05002131 : Alderney,"8,127","5,508",349,319
E05002132 : Branksome East,"4,766","3,278",137,469
E05002133 : Branksome West,"5,574","4,240",188,171
E05002134 : Broadstone,"7,050","4,927",135,237
E05002135 : Canford Cliffs,"5,669","3,491",129,200
E05002136 : Canford Heath East,"5,333","3,981",160,172
E05002137 : Canford Heath West,"5,063","3,842",159,125
E05002138 : Creekmoor,"6,618","4,853",181,154
E05002139 : Hamworthy East,"4,471","3,182",182,125
E05002140 : Hamworthy West,"5,109","3,564",239,153
E05002141 : Merley and Bearwood,"7,643","5,256",163,446
E05002142 : Newtown,"9,134","6,555",371,302
E05002143 : Oakdale,"8,280","6,033",232,262
E05002144 : Parkstone,"7,557","5,423",193,202
E05002145 : Penn Hill,"8,044","5,908",229,262
E05002146 : Poole Town,"7,953","5,679",366,409
E05002043 : Almondsbury,"2,922","2,174",61,98
E05002044 : Bitton,"2,545","1,864",75,73
E05002045 : Boyd Valley,"5,451","3,963",147,228
E05002046 : Bradley Stoke Central and Stoke Lodge,"6,014","4,864",170,191
E05002047 : Bradley Stoke North,"2,863","2,370",77,83
E05002048 : Bradley Stoke South,"6,864","5,800",172,244
E05002049 : Charfield,"3,645","2,392",80,125
E05002050 : Chipping Sodbury,"4,952","3,533",101,116
E05002051 : Cotswold Edge,"2,527","1,894",50,76
E05002052 : Dodington,"5,605","4,441",156,150
E05002053 : Downend,"7,502","5,537",164,264
E05002054 : Emersons Green,"8,694","6,966",211,239
E05002055 : Filton,"7,929","5,664",291,618
E05002056 : Frampton Cotterell,"5,236","3,716",112,179
E05002057 : Frenchay and Stoke Park,"5,624","3,445",99,"1,440"
E05002058 : Hanham,"7,394","5,388",199,235
E05002059 : Kings Chase,"8,088","5,830",313,279
E05002060 : Ladden Brook,"2,783","2,058",64,130
E05002061 : Longwell Green,"5,057","3,785",100,144
E05002062 : Oldland Common,"5,780","4,462",184,188
E05002063 : Parkwall,"6,026","4,670",196,190
E05002064 : Patchway,"6,784","5,158",271,205
E05002065 : Pilning and Severn Beach,"2,679","2,033",93,71
E05002066 : Rodway,"7,748","5,654",245,276
E05002067 : Severn,"2,675","1,938",38,99
E05002068 : Siston,"3,532","2,767",91,140
E05002069 : Staple Hill,"5,346","3,904",220,167
E05002070 : Stoke Gifford,"9,033","7,025",255,344
E05002071 : Thornbury North,"5,389","3,729",112,176
E05002072 : Thornbury South and Alveston,"5,504","3,843",151,181
E05002073 : Westerleigh,"2,728","1,945",58,61
E05002074 : Winterbourne,"4,860","3,445",108,144
E05002075 : Woodstock,"8,283","6,227",297,258
E05002076 : Yate Central,"5,936","4,193",154,200
E05002077 : Yate North,"8,470","6,521",239,273
E05002147 : Abbey Meads,"14,684","12,713",407,329
E05002148 : Blunsdon,"2,516","1,783",79,86
E05002149 : Central,"8,906","6,991",594,298
E05002150 : Covingham and Nythe,"6,587","4,971",194,140
E05002151 : Dorcan,"6,480","4,772",269,175
E05002152 : Eastcott,"8,537","7,031",388,262
E05002153 : Freshbrook and Grange Park,"7,512","5,972",304,255
E05002154 : Gorse Hill and Pinehurst,"7,014","5,072",429,273
E05002155 : Haydon Wick,"7,594","5,818",219,182
E05002156 : Highworth,"6,072","4,292",168,221
E05002157 : Moredon,"7,100","5,143",351,250
E05002158 : Old Town and Lawn,"8,853","6,810",279,271
E05002159 : Parks,"7,211","4,741",506,363
E05002160 : Penhill,"4,263","2,756",375,165
E05002161 : Ridgeway,"2,414","1,830",45,71
E05002162 : St Margaret,"7,429","5,640",222,197
E05002163 : St Philip,"6,622","4,763",231,216
E05002164 : Shaw and Nine Elms,"7,139","5,872",230,241
E05002165 : Toothill and Westlea,"5,757","4,291",309,209
E05002166 : Walcot,"5,378","3,690",305,241
E05002167 : Western,"8,525","6,761",389,210
E05002168 : Wroughton and Chiseldon,"7,487","5,327",225,240
E05002098 : Berry Head-with-Furzeham,"6,750","4,023",288,187
E05002099 : Blatchcombe,"7,445","4,809",349,313
E05002100 : Churston-with-Galmpton,"4,644","2,745",140,129
E05002101 : Clifton-with-Maidenway,"5,079","3,504",203,151
E05002102 : Cockington-with-Chelston,"7,523","5,173",267,269
E05002103 : Ellacombe,"5,322","3,764",330,171
E05002104 : Goodrington-with-Roselands,"5,008","3,307",173,195
E05002105 : Preston,"7,102","4,663",239,206
E05002106 : Roundham-with-Hyde,"5,508","3,501",349,163
E05002107 : St Marychurch,"7,879","5,272",356,244
E05002108 : St Mary's-with-Summercombe,"5,241","3,195",215,187
E05002109 : Shiphay-with-the-Willows,"6,839","5,010",234,215
E05002110 : Tormohun,"8,906","6,201",646,271
E05002111 : Watcombe,"5,060","3,128",272,205
E05002112 : Wellswood,"5,694","3,500",214,126
E05008327 : Aldbourne and Ramsbury,"3,736","2,762",113,116
E05008328 : Alderbury and Whiteparish,"3,090","2,261",48,92
E05008329 : Amesbury East,"4,377","3,603",160,131
E05008330 : Amesbury West,"3,315","2,397",97,83
E05008331 : Bourne and Woodford Valley,"3,084","2,248",50,69
E05008332 : Box and Colerne,"3,738","2,871",72,94
E05008333 : Bradford-on-Avon North,"3,301","2,298",84,141
E05008334 : Bradford-on-Avon South,"3,372","2,296",96,105
E05008335 : Brinkworth,"3,275","2,401",57,86
"E05008336 : Bromham, Rowde and Potterne","3,594","2,549",94,112
"E05008337 : Bulford, Allington and Figheldean","4,533","3,735",95,91
E05008338 : Burbage and the Bedwyns,"3,461","2,508",82,106
E05008339 : By Brook,"3,255","2,398",61,124
E05008340 : Calne Central,"3,129","2,250",128,113
E05008341 : Calne Chilvester and Abberd,"3,588","2,572",138,214
E05008342 : Calne North,"3,172","2,474",114,97
E05008343 : Calne Rural,"3,147","2,261",75,119
E05008344 : Calne South and Cherhill,"3,514","2,643",83,98
E05008345 : Chippenham Cepen Park and Derriads,"3,155","2,543",82,104
E05008346 : Chippenham Cepen Park and Redlands,"3,584","2,802",140,143
E05008347 : Chippenham Hardenhuish,"3,250","2,440",119,131
E05008348 : Chippenham Hardens and England,"3,093","2,357",125,125
E05008349 : Chippenham Lowden and Rowden,"3,516","2,615",158,112
E05008350 : Chippenham Monkton,"2,557","1,822",91,76
E05008351 : Chippenham Pewsham,"3,511","2,933",110,124
E05008352 : Chippenham Queens and Sheldon,"3,223","2,308",122,92
E05008353 : Corsham Pickwick,"3,865","2,901",137,135
E05008354 : Corsham Town,"3,266","2,265",96,107
E05008355 : Corsham Without and Box Hill,"4,008","2,973",109,160
E05008356 : Cricklade and Latton,"3,629","2,616",96,111
E05008357 : Devizes and Roundway South,"3,007","2,057",95,81
E05008358 : Devizes East,"3,020","2,220",103,69
E05008359 : Devizes North,"2,951","2,122",128,75
E05008360 : Downton and Ebble Valley,"3,451","2,455",82,96
E05008361 : Durrington and Larkhill,"5,406","4,399",149,115
E05008362 : Ethandune,"3,278","2,309",87,106
E05008363 : Fovant and Chalke Valley,"2,969","2,137",67,81
E05008364 : Hilperton,"3,477","2,584",91,114
E05008365 : Holt and Staverton,"3,246","2,489",88,96
E05008366 : Kington,"3,686","2,753",79,131
"E05008367 : Laverstock, Ford and Old Sarum","2,774","2,012",73,77
E05008368 : Ludgershall and Perham Down,"4,265","3,390",154,93
E05008369 : Lyneham,"4,076","3,273",99,101
E05008370 : Malmesbury,"3,858","2,923",131,115
E05008371 : Marlborough East,"2,829","2,113",104,80
E05008372 : Marlborough West,"3,090","1,924",64,503
E05008373 : Melksham Central,"3,642","2,715",166,94
E05008374 : Melksham North,"3,144","2,197",142,94
E05008375 : Melksham South,"3,631","2,629",90,95
E05008376 : Melksham Without North,"3,094","2,167",69,126
E05008377 : Melksham Without South,"3,751","2,862",109,116
E05008378 : Mere,"3,024","2,001",74,68
E05008379 : Minety,"3,501","2,509",68,125
E05008380 : Nadder and East Knoyle,"3,045","2,122",87,71
E05008381 : Pewsey,"3,359","2,396",103,102
E05008382 : Pewsey Vale,"3,252","2,367",73,86
E05008383 : Purton,"2,974","2,119",66,80
E05008384 : Redlynch and Landford,"3,324","2,305",57,101
E05008385 : Roundway,"3,158","2,509",86,88
E05008386 : Salisbury Bemerton,"4,563","3,375",224,156
E05008387 : Salisbury Fisherton and Bemerton Village,"3,208","2,464",89,74
E05008388 : Salisbury Harnham,"3,485","2,552",81,107
E05008389 : Salisbury St Edmund and Milford,"3,781","2,868",114,122
E05008390 : Salisbury St Francis and Stratford,"3,853","2,791",82,137
E05008391 : Salisbury St Mark's and Bishopdown,"3,058","2,320",73,89
E05008392 : Salisbury St Martin's and Cathedral,"4,160","3,038",114,201
E05008393 : Salisbury St Paul's,"3,760","3,037",137,80
E05008394 : Sherston,"3,441","2,506",70,102
E05008395 : Southwick,"3,233","2,319",88,72
E05008396 : Summerham and Seend,"3,128","2,119",66,90
E05008397 : The Collingbournes and Netheravon,"3,162","2,433",68,78
E05008398 : The Lavingtons and Erlestoke,"4,281","2,939",99,313
E05008399 : Tidworth,"6,951","5,964",181,130
E05008400 : Till and Wylye Valley,"3,285","2,403",84,86
E05008401 : Tisbury,"3,076","2,125",90,147
E05008402 : Trowbridge Adcroft,"3,646","2,587",150,120
E05008403 : Trowbridge Central,"4,055","3,201",190,161
E05008404 : Trowbridge Drynham,"2,993","2,289",89,76
E05008405 : Trowbridge Grove,"3,256","2,345",132,98
E05008406 : Trowbridge Lambrok,"3,403","2,323",166,157
E05008407 : Trowbridge Park,"3,058","2,196",152,119
E05008408 : Trowbridge Paxcroft,"2,969","2,219",65,88
E05008409 : Urchfont and The Cannings,"3,193","2,288",87,85
E05008410 : Warminster Broadway,"3,379","2,394",99,72
E05008411 : Warminster Copheap and Wylye,"3,651","2,681",99,109
E05008412 : Warminster East,"3,746","2,663",127,117
E05008413 : Warminster West,"3,768","2,791",121,194
E05008414 : Warminster Without,"3,089","2,174",60,105
E05008415 : West Selkley,"3,214","2,410",60,105
E05008416 : Westbury East,"3,597","2,615",142,100
E05008417 : Westbury North,"3,055","2,243",109,89
E05008418 : Westbury West,"4,062","3,086",160,168
E05008419 : Wilton and Lower Wylye Valley,"3,424","2,467",85,71
E05008420 : Winsley and Westwood,"2,745","1,843",52,82
E05008421 : Winterslow,"2,808","2,007",48,87
E05008422 : Wootton Bassett East,"3,359","2,490",81,106
E05008423 : Wootton Bassett North,"3,119","2,161",120,112
E05008424 : Wootton Bassett South,"3,961","2,906",129,124
E05003459 : Axminster Rural,"1,875","1,244",60,51
E05003460 : Axminster Town,"3,085","2,169",102,80
E05003461 : Beer and Branscombe,"1,368",914,38,36
E05003462 : Broadclyst,"3,472","2,604",72,112
E05003463 : Budleigh,"3,854","2,231",79,81
E05003464 : Clyst Valley,"1,717","1,160",22,52
E05003465 : Coly Valley,"3,129","1,994",54,88
E05003466 : Dunkeswell,"1,352",914,39,28
E05003467 : Exe Valley,"1,486","1,024",37,46
E05003468 : Exmouth Brixington,"4,546","3,144",104,145
E05003469 : Exmouth Halsdon,"4,730","3,232",98,147
E05003470 : Exmouth Littleham,"4,641","2,792",143,133
E05003471 : Exmouth Town,"5,260","3,972",211,152
E05003472 : Exmouth Withycombe Raleigh,"5,201","3,628",172,172
E05008542 : Feniton and Buckerell,"1,621","1,216",43,37
E05008543 : Honiton St Michael's,"4,771","3,451",172,136
E05003475 : Honiton St Paul's,"3,341","2,243",87,86
E05003476 : Newbridges,"1,701","1,038",24,56
E05003477 : Newton Poppleford and Harpford,"1,471",986,30,41
E05003478 : Otterhead,"1,644","1,175",38,38
E05008544 : Ottery St Mary Rural,"2,906","1,858",45,115
E05003480 : Ottery St Mary Town,"3,400","2,430",106,118
E05003481 : Raleigh,"1,604","1,045",23,108
E05003482 : Seaton,"4,645","2,774",108,103
E05003483 : Sidmouth Rural,"1,505",846,30,47
E05003484 : Sidmouth Sidford,"4,268","2,686",90,108
E05003485 : Sidmouth Town,"3,160","1,905",64,76
E05003486 : Tale Vale,"1,817","1,315",32,57
E05003487 : Trinity,"1,829","1,146",27,68
E05008545 : Whimple,"1,772","1,262",45,66
E05003489 : Woodbury and Lympstone,"3,898","2,944",47,89
E05003490 : Yarty,"1,713","1,113",28,47
E05003491 : Alphington,"6,384","4,877",180,178
E05003492 : Cowick,"3,942","2,817",143,112
E05003493 : Duryard,"4,443","1,627",42,"2,334"
E05003494 : Exwick,"6,727","5,115",228,248
E05003495 : Heavitree,"4,251","3,075",87,470
E05003496 : Mincinglake,"3,991","3,001",156,154
